Contract Identifier,State Office Code,Contract Term,Acres Current,Mbf Current,Ccf Current,Value Sold
ORN01-TS-2017.0105,OR,12.0,1.0,21.0,34.2,6545.7
ORN01-TS-2017.0106,OR,12.0,3.0,35.0,57.1,12657.65
ORN01-TS-2018.0101,OR,12.0,1.0,18.0,29.3,7976.55
ORN01-TS-2018.0102,OR,12.0,1.0,34.0,55.4,11736.8
ORN01-TS-2018.0103,OR,36.0,234.0,6353.0,10355.4,2974409.8
ORN01-TS-2018.0104,OR,2.0,80.0,306.0,498.8,22809.8
ORN01-TS-2018.0105,OR,36.0,247.0,9587.0,15626.8,3534560.3
ORN01-TS-2018.0107,OR,12.0,1.0,20.0,32.6,9146.6
ORN01-TS-2018.0108,OR,12.0,12.0,75.5,123.1,28805.8
ORN01-TS-2018.0109,OR,12.0,1.0,54.0,88.0,25169.4
ORN01-TS-2019.0101,OR,36.0,242.0,10901.0,17768.6,4081039.9
ORN01-TS-2019.0102,OR,36.0,163.0,5494.0,8955.2,1808476.8
ORN01-TS-2019.0103,OR,36.0,330.0,13550.0,22086.5,3826622.3
ORN01-TS-2019.0105,OR,36.0,25.0,1740.0,2836.2,740430.0
ORN01-TS-2019.0106,OR,2.0,80.0,198.0,322.7,17037.9
ORN01-TS-2019.0107,OR,12.0,1.0,32.0,52.2,10430.9
ORN02-TS-2017.0201,OR,36.0,204.0,6238.0,10167.9,1334933.7
ORN02-TS-2017.0202,OR,12.0,2.0,21.0,34.2,4286.1
ORN02-TS-2017.0203,OR,36.0,375.0,5692.0,9278.0,770223.7
ORN02-TS-2017.0204,OR,12.0,1.0,18.3,29.8,2989.45
ORN02-TS-2017.0205,OR,36.0,120.0,2381.0,3881.0,757316.3
ORN02-TS-2017.0206,OR,12.0,5.0,177.0,288.5,53367.8
ORN02-TS-2017.0208,OR,6.0,2.0,61.0,99.4,19708.8
ORN02-TS-2018.0201,OR,36.0,407.0,12178.0,19850.1,4232861.9
ORN02-TS-2018.0202,OR,36.0,138.0,3096.0,5046.5,832969.5
ORN02-TS-2018.0203,OR,12.0,22.0,300.0,489.0,30000.0
ORN02-TS-2018.0204,OR,12.0,2.0,20.6,33.6,8040.92
ORN02-TS-2018.0206,OR,12.0,1.0,46.0,75.0,14066.8
ORN02-TS-2019.0201,OR,36.0,69.0,1383.0,2254.3,71641.5
ORN02-TS-2019.0202,OR,36.0,342.0,16492.0,26882.0,5100103.5
ORN02-TS-2019.0203,OR,12.0,5.0,250.0,407.5,72271.2
ORN02-TS-2019.0204,OR,18.0,8.0,187.0,304.8,16953.8
ORN02-TS-2019.0205,OR,36.0,203.0,7638.0,12449.9,1954224.9
ORN02-TS-2019.0206,OR,12.0,3.0,35.0,57.1,5222.0
ORN02-TS-2019.0209,OR,12.0,1.0,64.0,104.3,11377.4
ORN03-TS-2017.0300,OR,36.0,100.3,3349.0,5458.9,1301370.0
ORN03-TS-2017.0301,OR,6.0,9.0,137.9,224.8,40172.93
ORN03-TS-2017.0302,OR,36.0,108.0,1685.0,2746.6,345360.4
ORN03-TS-2017.0303,OR,24.0,27.0,787.0,1282.8,253749.2
ORN03-TS-2017.0304,OR,12.0,34.0,757.0,1233.9,171082.0
ORN03-TS-2017.0305,OR,6.0,1.8,21.0,34.2,5134.5
ORN03-TS-2017.0306,OR,36.0,322.0,9874.0,16094.6,4176840.9
ORN03-TS-2017.0309,OR,18.0,2.0,137.0,223.3,39963.0
ORN03-TS-2017.0310,OR,18.0,1.0,22.1,36.0,6873.72
ORN03-TS-2017.0311,OR,36.0,124.0,2641.0,4304.8,805042.1
ORN03-TS-2017.0314,OR,18.0,1.0,24.0,39.1,7238.4
ORN03-TS-2017.0316,OR,18.0,1.0,29.0,47.3,9752.7
ORN03-TS-2017.0318,OR,18.0,1.0,25.0,40.8,7797.5
ORN03-TS-2017.0319,OR,18.0,1.0,54.0,88.0,12565.8
ORN03-TS-2017.0320,OR,18.0,1.0,10.2,16.6,3012.48
ORN03-TS-2017.0321,OR,18.0,1.0,59.0,96.2,22667.8
ORN03-TS-2018.0305,OR,36.0,206.0,3361.0,5478.4,600804.3
ORN03-TS-2018.0307,OR,36.0,82.0,1603.0,2612.9,411723.6
ORN03-TS-2018.0312,OR,36.0,56.0,1123.0,1830.5,282892.5
ORN03-TS-2018.0313,OR,12.0,1.0,108.0,176.0,44161.2
ORN03-TS-2018.0315,OR,36.0,279.3,5989.0,9762.1,1749859.4
ORN03-TS-2018.0317,OR,24.0,132.0,2110.0,3439.3,558099.6
ORN03-TS-2018.0322,OR,36.0,633.9,14347.0,23385.6,6299524.3
ORN03-TS-2018.0323,OR,18.0,1.6,32.0,52.2,10953.6
ORN03-TS-2018.0324,OR,18.0,1.6,9.0,14.7,2718.0
ORN03-TS-2018.0326,OR,36.0,431.0,6449.0,10511.9,1726068.9
ORN03-TS-2019.0308,OR,36.0,203.2,4391.0,7157.3,752600.2
ORN03-TS-2019.0325,OR,36.0,254.9,3435.0,5599.1,181967.3
ORN03-TS-2019.0327,OR,24.0,101.8,6528.0,10640.6,2056024.0
ORN03-TS-2019.0328,OR,18.0,4.0,153.0,249.4,34455.6
ORN03-TS-2019.0331,OR,36.0,472.8,10446.0,17027.0,1644674.1
ORN03-TS-2019.0332,OR,36.0,137.4,3575.0,5827.3,607020.3
ORN03-TS-2019.0333,OR,18.0,4.1,76.0,123.9,18308.4
ORN03-TS-2019.0337,OR,18.0,1.0,54.7,89.2,15912.88
ORN04-TS-2017.0401,OR,36.0,333.0,6121.0,9977.2,2111297.4
ORN04-TS-2017.0402,OR,36.0,246.0,7589.0,12370.1,2455033.3
ORN04-TS-2017.0403,OR,36.0,112.0,3468.0,5652.8,1319618.6
ORN04-TS-2017.0404,OR,36.0,360.0,10066.0,16407.6,4372433.4
ORN04-TS-2018.0401,OR,36.0,209.0,6246.0,10181.0,3506640.3
ORN04-TS-2018.0402,OR,12.0,2.0,105.0,171.2,40854.45
ORN04-TS-2018.0403,OR,36.0,409.0,8425.0,13732.8,4106821.5
ORN04-TS-2018.0404,OR,36.0,226.0,4185.0,6821.6,1365176.7
ORN04-TS-2018.0405,OR,12.0,1.0,51.0,83.1,12632.7
ORN04-TS-2019.0401,OR,36.0,256.0,7139.0,11636.6,2537722.1
ORN04-TS-2019.0402,OR,36.0,297.0,8639.0,14081.6,2252949.7
ORN04-TS-2019.0403,OR,36.0,191.0,5586.0,9105.2,2700899.0
ORN05-TS-2017.0500,OR,36.0,656.0,9345.0,15232.4,2330801.8
ORN05-TS-2017.0501,OR,36.0,259.0,3941.0,6423.8,772365.9
ORN05-TS-2017.0502,OR,36.0,222.0,4544.0,7406.7,1155289.0
ORN05-TS-2017.0503,OR,36.0,156.0,8012.0,13059.6,2716068.0
ORN05-TS-2017.0505,OR,6.0,2.5,91.0,148.3,14714.2
ORN05-TS-2017.0507,OR,36.0,59.0,1570.0,2559.1,525391.2
ORN05-TS-2017.0508,OR,12.0,4.0,155.0,252.7,54078.4
ORN05-TS-2017.0517,OR,6.0,0.3,11.1,18.1,3554.98
ORN05-TS-2018.0504,OR,36.0,67.0,2471.0,4027.7,956277.0
ORN05-TS-2018.0510,OR,3.0,6.0,62.0,101.1,8388.6
ORN05-TS-2018.0513,OR,24.0,92.0,3657.0,5960.9,1093361.8
ORN05-TS-2019.0506,OR,36.0,190.5,8177.6,13329.5,2025969.37
ORN05-TS-2019.0511,OR,36.0,240.0,8058.0,13134.5,2683206.5
ORN05-TS-2019.0514,OR,36.0,93.0,2917.0,4754.7,932947.3
ORN05-TS-2019.0515,OR,36.0,126.5,7794.0,12704.2,2657339.7
ORN05-TS-2019.0516,OR,36.0,228.0,9619.0,15679.0,3472538.6
ORN05-TS-2019.0518,OR,36.0,177.0,5173.0,8432.0,1158933.5
ORN05-TS-2019.0519,OR,12.0,11.0,67.0,109.2,3254.1
ORR04-TS-2011.0005,OR,36.0,233.0,5213.5,9364.3,739069.6
ORR04-TS-2012.0002,OR,36.0,203.0,2594.2,4828.4,276081.5
ORR04-TS-2012.0004,OR,36.0,194.0,2563.9,4793.8,82423.3
ORR04-TS-2012.0006,OR,36.0,198.0,2891.9,5399.8,189677.4
ORR04-TS-2012.0010,OR,36.0,131.0,1485.9,2773.7,159443.2
ORR04-TS-2012.0202,OR,18.0,40.0,145.8,237.7,5730.71
ORR04-TS-2012.0208,OR,18.0,2.0,108.7,177.2,21404.6
ORR04-TS-2012.0212,OR,18.0,47.0,117.5,191.5,4228.1
ORR04-TS-2013.0001,OR,36.0,383.0,7086.6,11551.2,1407554.1
ORR04-TS-2013.0002,OR,36.0,343.0,5732.0,9343.2,1189312.7
ORR04-TS-2013.0003,OR,36.0,234.0,4112.2,6702.9,909207.1
ORR04-TS-2013.0004,OR,36.0,243.0,5613.0,10174.0,888186.5
ORR04-TS-2013.0005,OR,36.0,128.0,2253.7,3673.5,384663.5
ORR04-TS-2013.0006,OR,36.0,173.0,2940.8,4793.5,653848.2
ORR04-TS-2013.0200,OR,18.0,3.0,148.3,241.7,37375.05
ORR04-TS-2013.0201,OR,18.0,1.0,27.0,44.0,8718.3
ORR04-TS-2013.0202,OR,18.0,1.0,26.3,42.9,6689.69
ORR04-TS-2013.0203,OR,18.0,2.0,127.7,208.2,29511.0
ORR04-TS-2013.0204,OR,18.0,1.0,19.2,31.3,6555.26
ORR04-TS-2013.0205,OR,18.0,1.0,21.2,34.6,5695.42
ORR04-TS-2013.0206,OR,18.0,1.0,13.5,22.0,2945.49
ORR04-TS-2013.0209,OR,18.0,1.0,22.1,36.0,5028.3
ORR04-TS-2014.0001,OR,36.0,99.0,1927.0,3141.0,416939.6
ORR04-TS-2014.0002,OR,36.0,194.0,4388.7,7153.6,965175.5
ORR04-TS-2014.0003,OR,36.0,145.0,1815.0,2958.5,220344.4
ORR04-TS-2014.0004,OR,36.0,657.0,11928.0,19442.6,2660048.4
ORR04-TS-2014.0005,OR,36.0,209.0,3334.0,5434.4,805503.9
ORR04-TS-2014.0200,OR,18.0,1.0,50.0,81.5,15246.12
ORR04-TS-2014.0202,OR,18.0,6.0,156.3,254.8,50735.16
ORR04-TS-2014.0205,OR,18.0,2.0,41.7,68.0,14518.31
ORR04-TS-2014.0206,OR,18.0,2.0,63.0,102.7,21126.7
ORR04-TS-2014.0210,OR,18.0,9.0,107.8,175.7,33895.42
ORR04-TS-2014.0211,OR,18.0,2.0,55.9,91.1,19120.35
ORR04-TS-2015.0001,OR,36.0,226.0,4630.0,7546.9,967488.1
ORR04-TS-2015.0003,OR,36.0,337.0,5613.0,9149.2,1176662.0
ORR04-TS-2015.0005,OR,36.0,387.0,7659.0,12484.2,1612399.2
ORR04-TS-2015.0009,OR,36.0,307.0,3847.0,6270.6,342384.4
ORR04-TS-2015.0205,OR,18.0,1.0,115.0,187.5,37461.4
ORR04-TS-2015.0208,OR,18.0,1.0,23.6,38.5,8665.18
ORR04-TS-2015.0209,OR,18.0,2.0,122.5,199.7,38146.25
ORR04-TS-2015.0210,OR,18.0,1.0,20.2,32.9,6060.58
ORR04-TS-2015.0211,OR,18.0,1.0,29.7,48.4,10484.51
ORR04-TS-2015.0212,OR,18.0,1.0,56.1,91.4,17586.76
ORR04-TS-2015.0213,OR,18.0,2.0,85.0,138.6,26775.0
ORR04-TS-2015.0214,OR,18.0,1.0,16.5,26.9,4611.45
ORR04-TS-2015.0215,OR,18.0,3.0,188.7,307.6,66560.17
ORR04-TS-2016.0001,OR,36.0,198.0,4699.0,7659.4,1173499.0
ORR04-TS-2016.0003,OR,36.0,158.0,3589.0,5850.1,887407.7
ORR04-TS-2016.0005,OR,36.0,280.0,7017.0,11437.7,1448564.5
ORR04-TS-2016.0204,OR,6.0,1.0,11.9,19.4,2836.43
ORR04-TS-2016.0209,OR,18.0,4.0,132.0,215.2,14797.45
ORR04-TS-2016.0210,OR,18.0,2.0,76.6,124.9,28777.74
ORR04-TS-2016.0211,OR,18.0,1.0,48.0,78.2,14644.5
ORR04-TS-2016.0212,OR,18.0,2.0,81.0,132.0,24505.75
ORR04-TS-2016.0216,OR,18.0,3.0,47.0,76.6,13919.8
ORR04-TS-2016.0217,OR,18.0,1.0,28.3,46.1,9025.1
ORR04-TS-2016.0218,OR,18.0,1.0,16.6,27.1,5429.11
ORR04-TS-2016.0223,OR,6.0,3.0,15.5,25.3,3232.8
ORR04-TS-2016.0224,OR,18.0,1.0,29.8,48.6,11134.78
ORR04-TS-2016.0227,OR,18.0,1.0,27.8,45.3,6899.56
ORR04-TS-2016.0228,OR,18.0,1.0,14.0,22.8,4589.2
ORR04-TS-2016.0229,OR,18.0,1.0,43.5,70.9,13371.85
ORR04-TS-2016.0230,OR,3.0,1.0,72.6,118.3,3912.36
ORR04-TS-2016.0231,OR,18.0,1.0,31.6,51.5,9870.06
ORR04-TS-2016.0234,OR,1.0,1.0,17.0,27.7,6378.4
ORR04-TS-2017.0001,OR,36.0,283.0,6171.0,10058.7,1217618.7
ORR04-TS-2017.0002,OR,36.0,42.0,1143.0,1863.1,313175.4
ORR04-TS-2017.0003,OR,36.0,138.0,2888.0,4707.4,978707.2
ORR04-TS-2017.0008,OR,36.0,298.0,5844.0,9525.7,1052113.3
ORR04-TS-2017.0201,OR,18.0,2.0,32.0,52.2,10108.8
ORR04-TS-2017.0202,OR,12.0,1.0,8.0,13.0,2919.5
ORR04-TS-2017.0203,OR,18.0,1.0,15.1,24.6,4845.98
ORR04-TS-2017.0204,OR,18.0,4.0,25.5,41.6,8527.35
ORR04-TS-2017.0205,OR,18.0,4.0,100.0,163.0,35151.2
ORR04-TS-2017.0206,OR,18.0,2.0,57.5,93.7,22525.2
ORR04-TS-2017.0217,OR,18.0,1.0,18.2,29.7,6818.36
ORR04-TS-2018.0003,OR,36.0,82.0,2236.0,3644.7,750542.0
ORR04-TS-2018.0203,OR,18.0,1.0,14.5,23.6,5093.0
ORR04-TS-2018.0207,OR,18.0,1.0,38.2,62.3,16326.54
ORR04-TS-2018.0208,OR,18.0,1.0,27.2,44.3,11714.66
ORR04-TS-2018.0209,OR,18.0,2.0,131.7,214.7,67387.28
ORR04-TS-2018.0210,OR,18.0,1.0,11.2,18.3,5013.21
ORR04-TS-2018.0211,OR,18.0,2.0,60.5,98.6,27046.06
ORR04-TS-2018.0216,OR,18.0,3.0,25.5,41.6,10013.85
ORR04-TS-2018.0217,OR,18.0,1.0,15.2,24.8,7021.88
ORR04-TS-2018.0218,OR,18.0,0.5,8.5,13.9,3413.1
ORR04-TS-2018.0219,OR,18.0,1.0,17.3,28.2,7474.71
ORR04-TS-2018.0220,OR,18.0,2.0,43.0,70.1,16861.6
ORR04-TS-2018.0221,OR,18.0,1.0,9.5,15.5,3602.95
ORR04-TS-2018.0224,OR,18.0,1.0,33.0,53.8,16887.7
ORR04-TS-2018.0227,OR,18.0,1.0,25.0,40.8,11986.1
ORR04-TS-2019.0001,OR,36.0,197.0,6230.0,10154.9,1230322.0
ORR04-TS-2019.0002,OR,36.0,199.0,5956.0,9708.3,742361.8
ORR04-TS-2019.0004,OR,36.0,237.0,8667.0,14127.2,1380645.9
ORR04-TS-2019.0006,OR,36.0,257.0,7460.0,12159.8,1454598.0
ORR04-TS-2019.0009,OR,24.0,167.0,6452.0,10516.8,680178.9
ORR04-TS-2019.0201,OR,18.0,3.0,105.7,172.3,25386.0
ORR04-TS-2019.0202,OR,18.0,1.0,19.4,31.6,7873.36
ORR04-TS-2019.0209,OR,18.0,3.0,343.5,559.9,107239.0
ORR04-TS-2019.0210,OR,18.0,1.0,26.8,43.7,6890.5
ORR04-TS-2019.0211,OR,18.0,1.0,27.0,44.0,6348.0
ORR04-TS-2019.0212,OR,18.0,1.0,19.1,31.1,4015.32
ORR04-TS-2019.0214,OR,6.0,64.0,37.0,60.3,2943.85
ORR04-TS-2019.0217,OR,18.0,11.0,17.0,27.7,2708.68
ORR04-TS-2019.0220,OR,18.0,7.0,50.5,82.3,4090.7
ORR04-TS-2019.0221,OR,18.0,1.0,14.9,24.3,3661.26
ORR04-TS-2019.0222,OR,18.0,2.0,212.4,346.2,43017.85
ORR04-TS-2019.0223,OR,18.0,3.0,23.2,37.8,5011.87
ORR04-TS-2019.0224,OR,18.0,1.0,28.0,45.6,6582.8
ORR04-TS-2019.0226,OR,18.0,3.0,230.5,375.7,60652.15
ORR04-TS-2019.0230,OR,18.0,1.0,18.0,29.3,4298.4
ORR05-TS-2011.0004,OR,36.0,121.0,1989.3,3645.7,127627.4
ORR05-TS-2011.0014,OR,36.0,62.0,1070.9,1946.8,108303.4
ORR05-TS-2012.0005,OR,36.0,147.0,2297.7,4234.1,229969.2
ORR05-TS-2012.0007,OR,36.0,78.0,1979.0,3616.9,322440.9
ORR05-TS-2012.0008,OR,36.0,188.0,6395.0,10837.0,1335553.7
ORR05-TS-2012.0009,OR,36.0,16.0,459.6,775.3,31355.8
ORR05-TS-2012.0205,OR,18.0,1.0,69.4,113.1,16844.05
ORR05-TS-2012.0206,OR,15.0,2.0,131.5,214.4,39315.45
ORR05-TS-2013.0207,OR,18.0,3.0,97.1,158.3,35443.43
ORR05-TS-2013.0208,OR,18.0,1.0,14.0,22.8,2797.2
ORR05-TS-2013.0210,OR,18.0,18.0,77.1,125.7,3213.02
ORR05-TS-2014.0007,OR,36.0,327.0,6394.0,10422.2,1467903.8
ORR05-TS-2014.0009,OR,36.0,202.0,6252.0,10190.8,1593460.1
ORR05-TS-2014.0010,OR,3.0,7.0,161.6,263.4,75579.8
ORR05-TS-2014.0201,OR,18.0,1.0,41.5,67.6,14706.9
ORR05-TS-2014.0203,OR,18.0,10.0,326.0,531.4,22657.0
ORR05-TS-2014.0204,OR,12.0,41.0,906.0,1476.8,32607.2
ORR05-TS-2014.0207,OR,18.0,10.0,589.0,960.1,233248.7
ORR05-TS-2014.0208,OR,15.0,2.0,144.4,235.4,31845.66
ORR05-TS-2014.0209,OR,24.0,12.0,442.5,721.3,134454.4
ORR05-TS-2014.0212,OR,15.0,2.0,43.9,71.6,12186.13
ORR05-TS-2014.0213,OR,15.0,1.0,10.1,16.5,3007.67
ORR05-TS-2015.0002,OR,36.0,271.0,3823.0,6231.5,714885.0
ORR05-TS-2015.0004,OR,36.0,253.0,4891.0,7972.3,1287379.6
ORR05-TS-2015.0006,OR,36.0,291.0,5515.0,8989.5,1241680.8
ORR05-TS-2015.0200,OR,18.0,1.0,31.0,50.5,4345.9
ORR05-TS-2015.0201,OR,18.0,64.0,1527.0,2489.0,242010.3
ORR05-TS-2015.0202,OR,18.0,28.0,545.0,888.4,107460.1
ORR05-TS-2015.0203,OR,24.0,2.0,94.7,154.4,30879.11
ORR05-TS-2015.0204,OR,18.0,10.0,467.6,762.2,136556.87
ORR05-TS-2015.0206,OR,15.0,1.0,11.3,18.4,3580.6
ORR05-TS-2015.0207,OR,15.0,1.0,20.6,33.6,6258.78
ORR05-TS-2015.0216,OR,6.0,22.0,77.8,126.8,3787.21
ORR05-TS-2016.0002,OR,36.0,221.0,4667.0,7607.2,943576.8
ORR05-TS-2016.0006,OR,36.0,365.0,5859.0,9550.2,1311387.1
ORR05-TS-2016.0007,OR,36.0,310.0,4072.0,6637.4,676545.6
ORR05-TS-2016.0008,OR,3.0,12.0,600.0,978.0,218033.2
ORR05-TS-2016.0200,OR,18.0,5.0,35.0,57.1,6462.03
ORR05-TS-2016.0201,OR,18.0,2.0,52.1,84.9,12741.08
ORR05-TS-2016.0202,OR,18.0,1.0,117.3,191.2,34571.31
ORR05-TS-2016.0203,OR,3.0,4.0,116.4,189.7,27301.47
ORR05-TS-2016.0205,OR,3.0,170.0,4262.0,6947.1,626694.2
ORR05-TS-2016.0206,OR,18.0,1.0,136.4,222.3,42061.02
ORR05-TS-2016.0207,OR,18.0,1.0,96.8,157.8,25478.47
ORR05-TS-2016.0208,OR,18.0,0.9,17.0,27.7,4676.25
ORR05-TS-2016.0213,OR,12.0,33.0,913.0,1488.2,178292.0
ORR05-TS-2016.0214,OR,18.0,4.0,204.0,332.5,46765.62
ORR05-TS-2016.0215,OR,12.0,131.0,2725.0,4441.8,361583.6
ORR05-TS-2016.0219,OR,18.0,1.0,29.9,48.7,7938.16
ORR05-TS-2016.0220,OR,18.0,2.0,41.1,67.0,12375.51
ORR05-TS-2016.0221,OR,18.0,3.0,42.3,68.9,10556.33
ORR05-TS-2016.0222,OR,18.0,1.0,17.1,27.9,4796.74
ORR05-TS-2016.0225,OR,18.0,4.0,126.5,206.2,39373.9
ORR05-TS-2016.0226,OR,12.0,168.0,4464.0,7276.3,713429.7
ORR05-TS-2016.0232,OR,18.0,2.0,63.5,103.5,22170.64
ORR05-TS-2016.0233,OR,18.0,1.0,25.2,41.1,7738.04
ORR05-TS-2016.0235,OR,12.0,13.0,212.0,345.6,18447.5
ORR05-TS-2016.0236,OR,18.0,3.0,31.0,50.5,8246.0
ORR05-TS-2016.0237,OR,18.0,1.0,29.1,47.4,8587.44
ORR05-TS-2017.0004,OR,36.0,135.0,3397.0,5537.1,946426.4
ORR05-TS-2017.0005,OR,36.0,282.0,6671.0,10873.7,2252951.8
ORR05-TS-2017.0007,OR,36.0,110.0,3438.0,5603.9,304782.0
ORR05-TS-2017.0207,OR,18.0,1.0,18.0,29.3,6105.8
ORR05-TS-2017.0208,OR,18.0,1.0,85.9,140.0,27190.34
ORR05-TS-2017.0209,OR,18.0,1.0,192.4,313.6,60609.02
ORR05-TS-2017.0210,OR,18.0,1.0,39.1,63.7,12249.45
ORR05-TS-2017.0211,OR,18.0,1.0,12.2,19.9,3788.44
ORR05-TS-2017.0212,OR,18.0,3.0,78.2,127.5,24593.18
ORR05-TS-2017.0213,OR,18.0,1.0,40.0,65.2,14464.2
ORR05-TS-2017.0214,OR,18.0,3.5,85.7,139.7,30298.98
ORR05-TS-2018.0001,OR,36.0,344.0,4120.0,6715.6,762351.5
ORR05-TS-2018.0002,OR,36.0,265.0,6820.0,11116.6,2297693.2
ORR05-TS-2018.0004,OR,36.0,257.0,4272.0,6963.4,1085432.7
ORR05-TS-2018.0005,OR,36.0,313.0,9369.0,15271.5,4814372.1
ORR05-TS-2018.0006,OR,36.0,199.0,2772.0,4518.4,345530.1
ORR05-TS-2018.0008,OR,12.0,40.0,702.0,1144.3,236493.8
ORR05-TS-2018.0201,OR,18.0,1.0,81.0,132.0,21792.35
ORR05-TS-2018.0202,OR,18.0,1.0,16.4,26.7,5678.59
ORR05-TS-2018.0204,OR,18.0,17.0,487.6,794.8,166387.08
ORR05-TS-2018.0206,OR,18.0,2.0,52.4,85.4,24430.88
ORR05-TS-2018.0212,OR,18.0,3.0,12.2,19.9,2837.64
ORR05-TS-2018.0214,OR,18.0,1.5,163.0,265.7,74175.5
ORR05-TS-2018.0215,OR,18.0,3.0,44.4,72.4,20488.68
ORR05-TS-2018.0222,OR,18.0,5.0,94.5,154.0,43428.15
ORR05-TS-2018.0223,OR,18.0,0.3,38.9,63.4,16593.32
ORR05-TS-2018.0225,OR,18.0,4.0,43.0,70.1,20760.1
ORR05-TS-2018.0226,OR,18.0,1.0,53.0,86.4,20453.8
ORR05-TS-2019.0203,OR,18.0,15.0,63.4,103.3,16162.52
ORR05-TS-2019.0205,OR,18.0,7.0,263.5,429.5,104182.6
ORR05-TS-2019.0206,OR,18.0,2.0,69.0,112.5,13327.0
ORR05-TS-2019.0207,OR,18.0,0.6,16.7,27.2,3799.74
ORR05-TS-2019.0208,OR,18.0,3.0,100.0,163.0,2143.0
ORR05-TS-2019.0219,OR,18.0,3.0,29.9,48.7,3036.93
ORR05-TS-2019.0225,OR,18.0,2.0,38.9,63.4,9664.82
ORS04-TS-2012.0501,OR,36.0,207.0,3016.0,5479.0,974168.0
ORS04-TS-2012.0503,OR,36.0,444.0,11748.8,20556.2,2417103.0
ORS04-TS-2013.0501,OR,36.0,324.0,7070.0,11524.1,1680968.3
ORS04-TS-2013.0502,OR,36.0,362.0,6766.6,12110.4,1457104.1
ORS04-TS-2013.0504,OR,36.0,68.0,1598.0,2912.0,559300.0
ORS04-TS-2013.0505,OR,36.0,400.0,7732.0,12603.2,1112872.6
ORS04-TS-2013.0506,OR,36.0,108.0,1937.0,3157.3,400353.7
ORS04-TS-2013.0551,OR,12.0,2.0,105.0,171.2,26075.8
ORS04-TS-2014.0501,OR,36.0,221.0,4244.9,6919.2,944742.0
ORS04-TS-2014.0502,OR,36.0,510.0,12150.0,19804.5,3696862.5
ORS04-TS-2015.0501,OR,36.0,278.0,5049.0,8229.9,1343363.8
ORS04-TS-2015.0502,OR,36.0,302.0,6982.0,11380.7,1917181.0
ORS04-TS-2015.0503,OR,36.0,391.0,6821.0,11118.2,2000931.4
ORS04-TS-2015.0504,OR,18.0,28.0,797.0,1299.1,103509.41
ORS04-TS-2016.0501,OR,36.0,287.0,4444.0,7243.7,1157189.2
ORS04-TS-2016.0502,OR,36.0,129.0,4495.0,7326.9,1739348.5
ORS04-TS-2016.0503,OR,36.0,51.0,2126.0,3465.4,492301.4
ORS04-TS-2016.0504,OR,36.0,369.0,8813.0,14365.2,2031857.6
ORS04-TS-2016.0552,OR,12.0,1.0,64.0,104.3,16528.8
ORS04-TS-2016.0553,OR,12.0,1.0,105.0,171.2,28277.3
ORS05-TS-2012.0301,OR,36.0,285.0,13424.4,21580.0,2171541.1
ORS05-TS-2012.0302,OR,24.0,54.0,281.0,560.3,24356.7
ORS05-TS-2012.0304,OR,36.0,46.0,1042.0,1872.0,267794.0
ORS05-TS-2012.0305,OR,36.0,41.0,494.0,916.0,74330.8
ORS05-TS-2012.0309,OR,12.0,4.0,221.0,399.0,29125.4
ORS05-TS-2013.0301,OR,36.0,198.0,6082.0,10814.6,682849.0
ORS05-TS-2013.0302,OR,36.0,217.0,6125.0,9983.8,857665.0
ORS05-TS-2013.0303,OR,36.0,185.0,3089.0,5035.1,932829.1
ORS05-TS-2013.0304,OR,18.0,8.0,76.0,154.0,10740.0
ORS05-TS-2013.0306,OR,12.0,2.0,91.0,166.0,20968.1
ORS05-TS-2013.0309,OR,12.0,1.0,57.0,92.9,15059.4
ORS05-TS-2014.0301,OR,36.0,55.0,2121.0,3457.2,676320.39
ORS05-TS-2014.0302,OR,36.0,63.0,717.0,1168.7,37628.7
ORS05-TS-2014.0303,OR,36.0,315.0,9737.0,15871.3,2691544.3
ORS05-TS-2014.0304,OR,36.0,126.0,5165.0,8419.0,1785083.1
ORS05-TS-2014.0305,OR,36.0,179.0,3561.0,5804.4,833274.0
ORS05-TS-2014.0306,OR,12.0,2.0,71.0,115.7,23783.8
ORS05-TS-2015.0301,OR,36.0,202.0,4958.0,8081.5,292987.4
ORS05-TS-2015.0302,OR,36.0,115.0,8176.0,13326.9,2655323.9
ORS05-TS-2015.0303,OR,18.0,13.0,30.0,48.9,6390.0
ORS05-TS-2015.0304,OR,18.0,43.0,108.0,176.0,21924.0
ORS05-TS-2015.0305,OR,12.0,1.0,30.0,48.9,5272.3
ORS05-TS-2016.0301,OR,36.0,367.0,13691.0,22316.3,4274575.7
ORS05-TS-2016.0302,OR,12.0,21.0,405.0,660.2,93219.2
ORS05-TS-2016.0303,OR,6.0,2.0,71.0,115.7,23238.6
ORS05-TS-2016.0304,OR,12.0,3.0,45.0,73.4,13018.5
ORS05-TS-2016.0306,OR,12.0,2.0,72.0,117.4,25689.6
ORS05-TS-2016.0307,OR,12.0,2.0,25.0,40.8,5969.8
ORS06-TS-2012.0101,OR,36.0,120.0,1796.4,3182.0,307937.6
ORS06-TS-2012.0103,OR,36.0,154.0,3329.6,6051.4,1031940.0
ORS06-TS-2012.0104,OR,36.0,467.0,11373.3,21114.2,1655758.5
ORS06-TS-2012.0105,OR,12.0,53.0,747.7,1541.0,4418.4
ORS06-TS-2013.0101,OR,36.0,397.0,7189.0,11718.1,2021073.1
